番号,section,単語,意味
922,section10,rid,～を取り除く
923,section10,pour,～を注ぐ
924,section10,vanish,消える
925,section10,restore,～を修復する
926,section10,deserve,当然だ
927,section10,laboratory,研究所
928,section10,conference,会議
929,section10,continent,大陸
930,section10,insurance,保険
931,section10,crew,乗組員たち
932,section10,poverty,貧乏
933,section10,shortage,不足
934,section10,affair,情勢
935,section10,exception,例外
936,section10,wage,賃金
937,section10,wisdom,知恵
938,section10,tax,税金
939,section10,evolution,進化
940,section10,barrier,壁
941,section10,category,範ちゅう
942,section10,unit,単位
943,section10,reputation,評判
944,section10,virtue,美徳
945,section10,courage,勇気
946,section10,sympathy,同情
947,section10,union,組合
948,section10,civilization,文明
949,section10,volume,冊
950,section10,blossom,花
951,section10,era,時代
952,section10,dispute,紛争
953,section10,tourism,観光
954,section10,mankind,人類
955,section10,murder,殺人
956,section10,landscape,風景
957,section10,destination,目的地
958,section10,tale,話
959,section10,reform,改革
960,section10,muscle,筋肉
961,section10,prospect,見通し
962,section10,corporation,企業
963,section10,colony,植民地
964,section10,quarrel,口論
965,section10,profession,職業
966,section10,aspect,側面
967,section10,pause,休止
968,section10,conflict,対立
969,section10,privilege,特権
970,section10,prosperity,繁栄
971,section10,genius,天才
972,section10,seed,種
973,section10,symptom,症状
974,section10,merit,長所
975,section10,layer,層
976,section10,clue,手がかり
977,section10,circumstances,状況
978,section10,district,地区
979,section10,prison,刑務所
980,section10,companion,仲間
981,section10,executive,重役
982,section10,Justice,正義
983,section10,procedure,手続き
984,section10,ray,光線
985,section10,heaven,天国
986,section10,luxury,贅沢
987,section10,oxygen,酸素
988,section10,fund,資金
989,section10,theme,主題、テーマ
990,section10,boundary,境界
991,section10,ambition,熱望
992,section10,forecast,予報
993,section10,psychology,心理学
994,section10,labor,労働
995,section10,committee,委員会
996,section10,physician,医者
997,section10,philosophy,哲学
998,section10,affection,愛情
999,section10,candidate,候補
1000,section10,bomb,爆弾
1001,section11,priority,優先
1002,section11,obstacle,障害
1003,section11,appetite,食欲
1004,section11,tension,緊張
1005,section11,tribe,部族
1006,section11,budget,予算
1007,section11,campaign,運動、キャンペーン
1008,section11,sorrow,悲しみ
1009,section11,satellite,衛星
1010,section11,insight,洞察
1011,section11,cough,せき
1012,section11,fate,運命
1013,section11,scheme,計画
1014,section11,insult,侮辱
1015,section11,inhabitant,住民
1016,section11,fossil,化石
1017,section11,motive,動機
1018,section11,instinct,本能
1019,section11,legend,伝説
1020,section11,empire,帝国
1021,section11,suburb,郊外
1022,section11,architecture,建築
1023,section11,passion,情熱
1024,section11,cancer,ガン
1025,section11,logic,論理
1026,section11,dozen,ダース
1027,section11,harvest,収穫
1028,section11,ingredient,材料
1029,section11,hypothesis,仮説
1030,section11,voyage,航海
1031,section11,editor,編集者
1032,section11,option,選択の自由
1033,section11,hemisphere,半球
1034,section11,mechanism,仕組み
1035,section11,anthropologist,人類学者
1036,section11,tragedy,悲劇
1037,section11,antibiotic,抗生物質
1038,section11,fare,運賃
1039,section11,debt,借金
1040,section11,curriculum,教育課程
1041,section11,component,構成要素
1042,section11,wheat,小麦
1043,section11,usage,語法
1044,section11,castle,城
1045,section11,famine,飢饉
1046,section11,extinction,絶滅
1047,section11,purse,財布
1048,section11,folk,民族
1049,section11,explosion,爆発
1050,section11,portion,部分
1051,section11,organism,生物
1052,section11,merchant,商人
1053,section11,myth,神話
1054,section11,incident,出来事
1055,section11,wildlife,野生生物
1056,section11,congress,議会
1057,section11,bay,湾
1058,section11,penalty,刑
1059,section11,heritage,遺産
1060,section11,diversity,多様性
1061,section11,thumb,親指
1062,section11,geography,地理
1063,section11,factor,要因
1064,section11,discrimination,差別
1065,section11,virus,ウイルス
1066,section11,statue,像
1067,section11,priest,神父
1068,section11,pioneer,先駆者
1069,section11,trait,特徴
1070,section11,bond,きずな
1071,section11,grocery,食料品
1072,section11,secretary,秘書
1073,section11,dialect,方言
1074,section11,astronomy,天文学
1075,section11,youngster,子供
1076,section11,substance,物質
1077,section11,finding,発見
1078,section11,strategy,戦略
1079,section11,lung,肺
1080,section11,opponent,敵
1081,section11,ritual,儀式
1082,section11,outcome,結果
1083,section11,conservation,環境保護
1084,section11,mammal,哺乳類
1085,section11,telescope,望遠鏡
1086,section11,refugee,難民
1087,section11,code,規則
1088,section11,flavor,風味
1089,section11,particle,粒子
1090,section11,nursing,看護
1091,section11,suicide,自殺
1092,section11,habitat,生息地
1093,section11,bullying,いじめ
1094,section11,dinosaur,恐竜
1095,section11,council,議会
1096,section11,gender,性別
1097,section11,surgery,手術
1098,section11,innovation,革新
1099,section11,protein,タンパク質
1100,section11,nutrition,栄養
1101,section12,disaster,災害
1102,section12,emission,排出
1103,section12,ape,類人猿
1104,section12,molecule,分子
1105,section12,sweat,汗
1106,section12,transplant,移植
1107,section12,species,種
1108,section12,tip,先
1109,section12,cattle,牛
1110,section12,density,密度
1111,section12,concept,概念
1112,section12,pale,青白い
1113,section12,precious,貴重な
1114,section12,loyal,忠実な
1115,section12,isolated,孤立している
1116,section12,generous,気前のよい
1117,section12,tropical,熱帯
1118,section12,reluctant,したがらない
1119,section12,vague,漠然とした
1120,section12,vast,広大な
1121,section12,numerous,たくさんの
1122,section12,rural,田舎の
1123,section12,widespread,広まっている
1124,section12,complicated,複雑な
1125,section12,visible,目に見える
1126,section12,raw,生の
1127,section12,remote,へんぴな
1128,section12,urgent,緊急の
1129,section12,silly,ばかな
1130,section12,striking,いちじるしい
1131,section12,adequate,十分な
1132,section12,extraordinary,並外れた
1133,section12,odd,おかしな
1134,section12,abstract,抽象的な
1135,section12,mutual,相互の
1136,section12,excessive,過度の
1137,section12,ashamed,恥ずかしい
1138,section12,tremendous,とてつもない
1139,section12,inevitable,避けられない
1140,section12,pure,純
1141,section12,stable,安定した
1142,section12,indifferent,無関心だ
1143,section12,aggressive,攻撃的な
1144,section12,ultimate,究極の
1145,section12,shy,内気な
1146,section12,solar,太陽
1147,section12,profound,深い
1148,section12,subtle,微妙な
1149,section12,conservative,保守
1150,section12,brave,勇敢な
1151,section12,intense,強烈な
1152,section12,alcoholic,アルコールの
1153,section12,manual,手を使う
1154,section12,cruel,残酷な
1155,section12,rational,理性的な
1156,section12,initial,最初の
1157,section12,immune,免疫
1158,section12,linguistic,言語の
1159,section12,crucial,重大な
1160,section12,verbal,言葉による
1161,section12,optimistic,楽観的な
1162,section12,flexible,柔軟な
1163,section12,grateful,感謝している
1164,section12,lively,生き生きとした
1165,section12,overwhelming,圧倒的な
1166,section12,abundant,豊富な
1167,section12,selfish,利己的な
1168,section12,ugly,みにくい
1169,section12,racial,人種の
1170,section12,prominent,有名な
1171,section12,controversial,物議を呼ぶ
1172,section12,federal,連邦の
1173,section12,ridiculous,ばかげた
1174,section12,imaginary,架空の
1175,section12,harsh,厳しい
1176,section12,random,無作為な
1177,section12,adolescent,思春期の
1178,section12,up-to-date,最新の
1179,section12,liberal,自由主義の
1180,section12,prior,前の
1181,section12,moderate,適度な
1182,section12,fluent,流ちょうな
1183,section12,elaborate,手の込んだ
1184,section12,incredible,信じられない
1185,section12,radical,根本的な
1186,section12,acid,酸性の
1187,section12,deaf,耳が不自由な
1188,section12,medieval,中世の
1189,section12,ecological,生態
1190,section12,slight,少しの
1191,section12,ignorant,無知な
1192,section12,cognitive,認知
1193,section12,absolutely,絶対に
1194,section12,virtually,ほとんど
1195,section12,somewhat,多少
1196,section12,merely,単に
1197,section12,literally,文字通り
1198,section12,seemingly,一見
1199,section12,regardless,関係なく
1200,section12,thoroughly,徹底的に
1201,section13,submit,Aに服従する、提出する
1202,section13,tempt,誘惑する、する気にさせる
1203,section13,resign,辞職する
1204,section13,conform,従う
1205,section13,confine,限定する
1206,section13,assemble,組み立てる
1207,section13,dedicate,ささげる
1208,section13,advocate,主張する
1209,section13,thrive,繁栄する
1210,section13,provoke,引き起こす
1211,section13,dictate,命じる、要求する、決定する
1212,section13,exploit,利用する、開発する
1213,section13,surrender,降伏する
1214,section13,reproduce,再生する、複製する、繁殖する[させる]
1215,section13,acknowledge,認める
1216,section13,swell,ふくらむ
1217,section13,shed,落とす
1218,section13,wind,曲がる
1219,section13,cite,引き合いに出す
1220,section13,digest,消化する
1221,section13,skip,とばす、抜かす
1222,section13,bind,縛る、束縛する
1223,section13,dissolve,溶解する
1224,section13,implement,実行する
1225,section13,steer,操縦する
1226,section13,congratulate,祝福する
1227,section13,designate,指定する
1228,section13,violate,破る、違反する
1229,section13,presume,推定する、思う
1230,section13,recruit,（新人を）入れる
1231,section13,coincide,同時に起きる、重なる
1232,section13,enforce,施行する
1233,section13,displace,とってかわる、故郷から追い出す
1234,section13,shrink,縮む、縮ませる、減る
1235,section13,betray,裏切る、もらす
1236,section13,comprise,構成される、構成する、占める
1237,section13,indulge,ふける
1238,section13,penetrate,入り込む
1239,section13,devastate,壊滅させる
1240,section13,plunge,突っ込む
1241,section13,bounce,はね返る
1242,section13,contradict,矛盾する
1243,section13,prescribe,処方する
1244,section13,oppress,しいたげる
1245,section13,cherish,胸に抱く
1246,section13,illuminate,照らす、解明する
1247,section13,trigger,きっかけになる
1248,section13,commute,通勤する、通学する
1249,section13,induce,誘う
1250,section13,utilize,利用する
1251,section13,snap,ポキンと折れる、ポキンと折る
1252,section13,donate,提供する
1253,section13,hatch,（卵?ヒナ）かえす、かえる
1254,section13,enclose,囲む
1255,section13,prevail,普及している、広まる
1256,section13,sigh,ため息をつく
1257,section13,leak,漏れる、漏らす
1258,section13,compel,強制する
1259,section13,crush,押しつぶす
1260,section13,comprehend,理解する
1261,section13,negotiate,交渉する
1262,section13,persist,持続する、残る
1263,section13,multiply,増やす、増える、掛ける
1264,section13,conceive,想像する
1265,section13,compensate,埋め合わせる
1266,section13,suspend,中止する、つるす
1267,section13,stir,かきたてる
1268,section13,soak,浸す、びしょぬれにする、吸収する
1269,section13,refine,洗練する、磨きをかける
1270,section13,arouse,刺激する、かき立てる
1271,section13,precede,先行する
1272,section13,render,OをCにする、変える
1273,section13,mount,すえつける、乗る
1274,section13,retreat,退く
1275,section13,startle,驚かせる
1276,section13,dare,する勇気がある
1277,section13,sphere,領域、範囲
1278,section13,sequence,連続、順番、順序
1279,section13,deposit,預金、頭金、堆積物
1280,section13,poll,世論調査、投票
1281,section13,caution,用心
1282,section13,rage,激怒、怒り
1283,section13,formula,式、公式、方法、秘訣、解決策
1284,section13,plot,筋、たくらみ、陰謀
1285,section13,scope,範囲
1286,section13,norm,規範
1287,section13,disgust,嫌悪
1288,section13,compromise,妥協
1289,section13,supervisor,監督者
1290,section13,paradox,逆説
1291,section13,tissue,（生物の）組織；ティッシュペーパー
1292,section13,breakdown,崩壊
1293,section13,Initiative,構想、主導権、
1294,section13,fabric,織物、布
1295,section13,publicity,宣伝、広告
1296,section13,summit,頂上、頂点、首脳会議
1297,section13,flock,群れ
1298,section13,plague,疫病
1299,section13,haste,急ぐこと
1300,section13,nap,うたた寝
1301,section14,ally,同盟国
1302,section14,draft,下書き、草稿
1303,section14,spectacle,光景
1304,section14,premise,前提
1305,section14,asset,財産
1306,section14,lag,遅れ
1307,section14,therapy,療法、治療法
1308,section14,reception,もてなし
1309,section14,compound,化合物
1310,section14,blessing,ありがたいもの、恵み
1311,section14,sensation,感覚、感じ
1312,section14,recession,不景気、不況
1313,section14,pole,棒、極
1314,section14,outlook,態度、考え方、見通し、見込み
1315,section14,endeavor,活動
1316,section14,mercy,慈悲、情け
1317,section14,counterpart,相当するもの
1318,section14,session,期間、討論
1319,section14,spectrum,変動範囲、領域
1320,section14,junk,くず、がらくた
1321,section14,worship,崇拝
1322,section14,apt,しがちである、する傾向がある
1323,section14,humble,謙虚な、粗末な
1324,section14,entitled,得る権利がある、題された
1325,section14,valid,妥当な、正当な
1326,section14,faint,かすかな
1327,section14,stiff,堅い
1328,section14,obscure,わかりにくい
1329,section14,fierce,激しい
1330,section14,acute,（問題が）深刻な、（感覚・痛みが）鋭い
1331,section14,idle,（仕事がなくて）何もしていない
1332,section14,crude,粗末な、粗野な
1333,section14,jealous,嫉妬深い、羨ましい
1334,section14,pregnant,妊娠している
1335,section14,liable,しがちである、可能性が高い
1336,section14,stubborn,頑固な
1337,section14,decent,まともな
1338,section14,marvelous,驚くべき
1339,section14,misleading,誤解を招く
1340,section14,synthetic,合成の
1341,section14,classical,クラシックの
1342,section14,Muslim,イスラム教の
1343,section14,anticipate,予想する
1344,section14,rub,こする
1345,section14,dispose,処理する
1346,section14,refrain,控える
1347,section14,accumulate,蓄積する
1348,section14,boost,活気づける
1349,section14,drag,引きずる
1350,section14,revise,修正する
1351,section14,scratch,かく
1352,section14,roar,ほえる
1353,section14,quote,引用する
1354,section14,bloom,咲く
1355,section14,insert,差し込む
1356,section14,awaiting,待つ
1357,section14,dread,恐れる
1358,section14,conceal,隠す
1359,section14,enrich,豊かにする
1360,section14,cling,固執する
1361,section14,surpass,まさる
1362,section14,suppress,抑える
1363,section14,portray,描く
1364,section14,soaring,急上昇する
1365,section14,drain,排出する
1366,section14,glow,ボーッと光る
1367,section14,migrate,移住する
1368,section14,exclaim,叫ぶ
1369,section14,exert,及ぼす
1370,section14,disguise,隠す
1371,section14,accelerate,加速する
1372,section14,dwell,住む
1373,section14,integrate,融けこませる
1374,section14,weep,泣く
1375,section14,reassure,安心させる
1376,section14,crawl,はって進む
1377,section14,restrain,抑制する
1378,section14,resent,腹を立てる
1379,section14,yell,大声で叫ぶ
1380,section14,assess,評価する
1381,section14,carve,彫る
1382,section14,halt,止める
1383,section14,inspect,検査する
1384,section14,tackle,取り組む
1385,section14,omit,省く
1386,section14,chew,かむ
1387,section14,resume,再開する
1388,section14,mold,作る
1389,section14,accommodate,収容できる
1390,section14,erase,消す
1391,section14,inferred,推量する
1392,section14,revive,生き返らせる
1393,section14,contemplate,考える
1394,section14,rotate,回転する
1395,section14,disrupt,かき乱す
1396,section14,navigate,進路を決める
1397,section14,ache,痛む
1398,section14,discard,捨てる
1399,section14,incorporate,取り入れる
1400,section14,overtake,追い越す
1401,section15,supplement,補う
1402,section15,manipulate,操作する
1403,section15,nourish,養う
1404,section15,squeeze,しぼる
1405,section15,depict,描く
1406,section15,distract,そらす
1407,section15,disclose,暴露する
1408,section15,enroll,入学する
1409,section15,nurture,育てる
1410,section15,speculate,推測する
1411,section15,prolong,延ばす
1412,section15,execute,処刑する
1413,section15,uncover,明らかにする
1414,section15,tremble,震える
1415,section15,seize,つかむ
1416,section15,abolish,廃止する
1417,section15,scold,しかる
1418,section15,attain,達成する
1419,section15,utter,発する
1420,section15,flee,逃げる
1421,section15,offending,怒らせる
1422,section15,confess,告白する
1423,section15,postpone,延期する
1424,section15,drift,漂う
1425,section15,weave,織る
1426,section15,install,備えつける
1427,section15,twist,ねじ曲げる
1428,section15,extract,取り出す
1429,section15,bump,ぶつかる
1430,section15,despise,軽蔑する
1431,section15,tolerate,我慢する
1432,section15,boast,自慢する
1433,section15,flourishing,栄えている
1434,section15,disregard,無視する
1435,section15,tease,からかう
1436,section15,reinforce,強める
1437,section15,strive,努力する
1438,section15,coordinate,合わせる
1439,section15,yawn,あくびをする
1440,section15,hug,抱きしめる
1441,section15,combat,戦う
1442,section15,knit,編む
1443,section15,fatigue,疲労
1444,section15,fame,名声
1445,section15,mess,めちゃくちゃ
1446,section15,dignity,尊厳
1447,section15,canal,運河
1448,section15,drought,干ばつ
1449,section15,despair,絶望
1450,section15,interval,間隔
1451,section15,luggage,荷物
1452,section15,behalf,代表して
1453,section15,impulse,衝動
1454,section15,debris,破片
1455,section15,beast,野獣
1456,section15,superstition,迷信
1457,section15,illusion,幻想、錯覚
1458,section15,thread,糸
1459,section15,intake,摂取量
1460,section15,feast,宴会
1461,section15,transition,移り変わり
1462,section15,misery,悲惨さ
1463,section15,radiation,放射線
1464,section15,log,丸太
1465,section15,consensus,合意
1466,section15,deed,行い
1467,section15,proverb,ことわざ
1468,section15,compliment,ほめ言葉
1469,section15,flame,炎
1470,section15,anniversary,記念日
1471,section15,conscience,良心
1472,section15,expedition,探検
1473,section15,offspring,子孫
1474,section15,allowance,こづかい
1475,section15,headline,大見出し
1476,section15,treaty,条約
1477,section15,monument,記念碑
1478,section15,worm,虫
1479,section15,remedy,治療法
1480,section15,encyclopedia,百科事典
1481,section15,glimpse,ちらり
1482,section15,personnel,職員
1483,section15,triumph,勝利
1484,section15,arithmetic,算数
1485,section15,self-esteem,自尊心
1486,section15,microbe,微生物
1487,section15,odds,可能性
1488,section15,chaos,混沌
1489,section15,destiny,運命
1490,section15,diameter,直径
1491,section15,lottery,宝くじ
1492,section15,souvenir,みやげ物
1493,section15,trail,小道
1494,section15,ratio,比率
1495,section15,sword,剣
1496,section15,whistle,笛
1497,section15,sentiment,感情
1498,section15,chore,雑用
1499,section15,courtesy,礼儀
1500,section15,mayor,市長
1501,section16,surveillance,監視、見張り
1502,section16,trash,ごみ
1503,section16,prestige,名声
1504,section16,headquarters,本部、本社
1505,section16,wilderness,荒野
1506,section16,orbit,軌道
1507,section16,bias,偏見
1508,section16,republic,共和国
1509,section16,bargain,掘り出し物
1510,section16,domain,領域
1511,section16,fragment,破片
1512,section16,galaxy,星雲
1513,section16,lap,ひざ
1514,section16,deadline,締め切り
1515,section16,bullet,弾丸
1516,section16,pedestrian,歩行者
1517,section16,wit,機知
1518,section16,nuisance,迷惑
1519,section16,criteria,基準
1520,section16,hardship,苦難
1521,section16,glory,栄光
1522,section16,pavement,歩道
1523,section16,navy,海軍
1524,section16,script,台本
1525,section16,pension,年金
1526,section16,province,州
1527,section16,surplus,余剰
1528,section16,moisture,水分
1529,section16,patch,あて布
1530,section16,altitude,高度、標高
1531,section16,thermometer,温度計
1532,section16,tuition,授業料
1533,section16,troop,軍隊
1534,section16,primate,霊長類
1535,section16,flaw,欠陥
1536,section16,nephew,甥
1537,section16,garment,衣服、衣類
1538,section16,diagnosis,診断
1539,section16,commerce,商業
1540,section16,antiquity,古代、古物
1541,section16,fraction,ほんの一部
1542,section16,irony,皮肉
1543,section16,nightmare,悪夢
1544,section16,defect,欠陥
1545,section16,certificate,証明書
1546,section16,decay,腐敗
1547,section16,erosion,浸食
1548,section16,recipe,秘けつ
1549,section16,skeleton,骨格
1550,section16,grace,優雅さ
1551,section16,landmark,名所
1552,section16,dementia,認知症
1553,section16,flesh,肉
1554,section16,collision,衝突、対立
1555,section16,hazard,危険なもの
1556,section16,tomb,墓
1557,section16,injection,注射
1558,section16,breakthrough,飛躍的進歩
1559,section16,leather,革
1560,section16,jewelry,宝石
1561,section16,cue,合図
1562,section16,ambulance,救急車
1563,section16,estate,不動産
1564,section16,commodity,商品
1565,section16,departure,出発
1566,section16,phase,段階
1567,section16,thief,泥棒
1568,section16,saint,聖
1569,section16,sculpture,彫刻
1570,section16,grief,悲しみ
1571,section16,lane,車線
1572,section16,predator,捕食動物
1573,section16,fluid,流体
1574,section16,incentive,はげみ
1575,section16,bride,花嫁
1576,section16,intervention,介入
1577,section16,margin,差
1578,section16,biography,伝記
1579,section16,consent,同意
1580,section16,volcano,火山
1581,section16,rebel,反逆者
1582,section16,metaphor,比喩
1583,section16,legislation,法律
1584,section16,lightning,雷
1585,section16,pesticide,殺虫剤
1586,section16,column,コラム
1587,section16,rumor,うわさ
1588,section16,dust,ほこり
1589,section16,dialogue,対話
1590,section16,kindergarten,幼稚園
1591,section16,diabetes,糖尿病
1592,section16,obesity,肥満
1593,section16,patent,特許
1594,section16,chapter,章
1595,section16,palace,宮殿
1596,section16,laundry,洗濯
1597,section16,ward,病棟
1598,section16,outbreak,ぼっ発
1599,section16,equation,方程式
1600,section16,archaeologist,考古学者
1601,section17,corruption,腐敗
1602,section17,germ,細菌
1603,section17,revenue,収入
1604,section17,spouse,配偶者
1605,section17,epidemic,流行
1606,section17,mortality,死亡
1607,section17,syndrome,症候群
1608,section17,retail,小売り
1609,section17,dose,量
1610,section17,beverage,飲み物
1611,section17,Metabolism,新陳代謝
1612,section17,hybrid,交配種
1613,section17,scent,香り
1614,section17,inflammation,炎症
1615,section17,pill,薬
1616,section17,grave,重大な
1617,section17,fertile,肥えた
1618,section17,hostile,反感を持つ
1619,section17,indispensable,不可欠な
1620,section17,oriented,志向の
1621,section17,splendid,すばらしい
1622,section17,competent,有能な
1623,section17,supreme,最高の
1624,section17,straightforward,わかりやすい
1625,section17,sacred,聖
1626,section17,bold,大胆な
1627,section17,uneasy,不安な
1628,section17,neat,きちんとした
1629,section17,shallow,浅い
1630,section17,fake,偽物の
1631,section17,superficial,表面的な
1632,section17,absurd,ばかげた
1633,section17,fragile,壊れやすい
1634,section17,respectable,ちゃんとした
1635,section17,magnificent,すばらしい
1636,section17,infinite,無限の
1637,section17,comprehensive,包括的な
1638,section17,steep,険しい
1639,section17,gross,総
1640,section17,subsequent,次に起こる
1641,section17,sincere,心からの
1642,section17,toxic,有毒な
1643,section17,neutral,中立の
1644,section17,diligent,勤勉な
1645,section17,sore,痛い
1646,section17,contaminated,汚染された
1647,section17,ambiguous,あいまいな
1648,section17,oral,口述の
1649,section17,restless,落ち着かない
1650,section17,rotten,腐った
1651,section17,vigorous,精力的な
1652,section17,immense,莫大な
1653,section17,metropolitan,大都市の
1654,section17,punctual,時間をきっちり守る
1655,section17,solitary,孤独な
1656,section17,collective,集団
1657,section17,diplomatic,外交の
1658,section17,nasty,不快な
1659,section17,helpless,無力な
1660,section17,explicit,明確な、はっきりした
1661,section17,bankrupt,破産した
1662,section17,eternal,永遠の
1663,section17,sole,唯一の
1664,section17,sour,すっぱい
1665,section17,notable,注目すべき
1666,section17,affluent,裕福な
1667,section17,naked,裸の
1668,section17,vocal,発声
1669,section17,feminine,女性の
1670,section17,vacant,空いている
1671,section17,exotic,外来の
1672,section17,rigid,厳格な
1673,section17,humid,蒸し暑い
1674,section17,outstanding,傑出した
1675,section17,addicted,中毒である
1676,section17,vulnerable,受けやすい
1677,section17,spontaneous,自然に起こる
1678,section17,greedy,貪欲な
1679,section17,trivial,ささいな
1680,section17,per capita,一人当たりの
1681,section17,inherent,元から伴う
1682,section17,promising,前途有望な
1683,section17,physiological,生理的な
1684,section17,clinical,臨床
1685,section17,chronic,慢性の
1686,section17,geological,地質学的な
1687,section17,countless,無数の
1688,section17,innate,先天的な
1689,section17,alert,用心する
1690,section17,autonomous,自動運転
1691,section17,simultaneously,同時に
1692,section17,utterly,まったく
1693,section17,drastically,劇的に
1694,section17,necessarily,必ずしも
1695,section17,thereby,そうすることで
1696,section17,frankly,率直に
1697,section17,namely,すなわち
1698,section17,hence,だから
1699,section17,via,経由で
1700,section17,owing,のために
1701,section18,clarify,明らかにする
1702,section18,smash,粉々に砕く
1703,section18,mourn,悲しむ
1704,section18,summon,呼ぶ
1705,section18,shatter,粉々にする
1706,section18,linger,残る
1707,section18,lament,嘆く
1708,section18,endowed,恵まれる
1709,section18,rejoice,喜ぶ
1710,section18,allocate,配分する
1711,section18,slap,ピシャリと打つ
1712,section18,contend,主張する
1713,section18,swear,誓う
1714,section18,discern,識別する
1715,section18,degrade,悪化させる
1716,section18,erect,築く
1717,section18,testify,証言する
1718,section18,spur,駆りたてる
1719,section18,roam,歩き回る
1720,section18,frown,まゆをひそめる
1721,section18,lure,呼び込む
1722,section18,defy,逆らう
1723,section18,stroll,ぶらつく
1724,section18,rattle,がたがた鳴らす
1725,section18,reconcile,調和させる
1726,section18,blur,ぼやかす
1727,section18,soothe,なだめる
1728,section18,impair,低下させる
1729,section18,comply,従う
1730,section18,pierce,穴をあける
1731,section18,stumble,つまずく
1732,section18,hinder,さまたげる
1733,section18,mock,あざける
1734,section18,embody,具現する
1735,section18,stalk,忍び寄る
1736,section18,proclaim,宣言する
1737,section18,applaud,拍手する
1738,section18,inflict,与える
1739,section18,merge,合併する
1740,section18,evacuated,避難した
1741,section18,undone,元に戻る
1742,section18,poke,突く
1743,section18,haunted,つきまとわれる
1744,section18,adhere,固く守る
1745,section18,compile,まとめる
1746,section18,wither,しぼむ
1747,section18,stun,びっくりさせる
1748,section18,choke,のどがつまる
1749,section18,deteriorate,悪化する
1750,section18,dump,捨てる
1751,section18,murmur,つぶやく
1752,section18,delete,削除する
1753,section18,inhibit,阻害する
1754,section18,divert,そらす
1755,section18,tame,飼いならす
1756,section18,reap,手に入れる
1757,section18,affirm,断言する
1758,section18,immersed,浸る
1759,section18,expire,期限が切れる
1760,section18,embark,乗り出す
1761,section18,vow,誓う
1762,section18,foresee,予知する
1763,section18,adore,崇拝する
1764,section18,yearn,切望する
1765,section18,undermine,弱める
1766,section18,suck,吸う
1767,section18,pledge,誓う
1768,section18,intrude,立ち入る
1769,section18,sue,訴える
1770,section18,distort,歪曲する
1771,section18,extinguish,消す
1772,section18,preach,説教する
1773,section18,curb,抑制する
1774,section18,withstand,耐える
1775,section18,dip,浸す
1776,section18,recite,暗唱する
1777,section18,thrust,押し込む
1778,section18,plead,嘆願する
1779,section18,humiliate,恥をかかせる
1780,section18,discharge,放出する
1781,section18,condemn,非難する
1782,section18,retrieve,検索する
1783,section18,shrug,肩をすくめる
1784,section18,evoke,呼び起こす
1785,section18,fetch,取ってくる
1786,section18,flatter,お世辞を言う
1787,section18,prose,散文
1788,section18,textile,織物
1789,section18,timber,材木
1790,section18,masterpiece,傑作
1791,section18,riot,暴動
1792,section18,carriage,車両
1793,section18,apparatus,装置
1794,section18,fuss,大騒ぎ
1795,section18,deficiency,欠乏
1796,section18,heir,相続人
1797,section18,equator,赤道
1798,section18,petroleum,石油
1799,section18,witch,魔女
1800,section18,vapor,蒸気
1801,section19,probe,探査機
1802,section19,expertise,専門知識
1803,section19,scorn,軽蔑
1804,section19,prophet,預言者
1805,section19,breeze,そよ風
1806,section19,sin,罪
1807,section19,surge,急増
1808,section19,complement,補うもの
1809,section19,queue,列
1810,section19,stake,賭け金
1811,section19,ambassador,大使
1812,section19,jury,陪審員
1813,section19,cluster,集団
1814,section19,lump,こぶ
1815,section19,meadow,牧草地
1816,section19,feat,偉業
1817,section19,temperament,気質
1818,section19,chill,寒気
1819,section19,appliance,器具
1820,section19,predecessor,前任者
1821,section19,entity,存在
1822,section19,hospitality,もてなし
1823,section19,narrative,話
1824,section19,segment,部分、区分
1825,section19,catastrophe,大災害
1826,section19,monarch,君主、皇帝
1827,section19,constraint,制約
1828,section19,amendment,改正、修正
1829,section19,cosmos,宇宙
1830,section19,aisle,通路
1831,section19,hierarchy,階級制度
1832,section19,toll,通行料
1833,section19,transaction,取引
1834,section19,burglar,強盗
1835,section19,tyranny,圧政
1836,section19,parasite,寄生生物
1837,section19,intuition,直感
1838,section19,communist,共産主義の
1839,section19,legacy,遺産
1840,section19,vein,静脈
1841,section19,discourse,論説
1842,section19,dairy,乳製品、酪農
1843,section19,artifact,工芸品
1844,section19,outlet,はけ口
1845,section19,apprehension,不安
1846,section19,melancholy,憂うつ
1847,section19,novelty,目新しさ
1848,section19,specimen,標本
1849,section19,hygiene,衛生
1850,section19,tactics,戦術
1851,section19,monopoly,独占
1852,section19,token,印
1853,section19,aristocracy,貴族階級
1854,section19,revenge,復讐
1855,section19,activist,活動家
1856,section19,rhetoric,美辞麗句
1857,section19,entrepreneur,起業家
1858,section19,census,国勢調査
1859,section19,verge,瀬戸際
1860,section19,advent,出現、到来
1861,section19,analogy,類似点
1862,section19,irrigation,灌漑
1863,section19,coverage,報道
1864,section19,cuisine,料理
1865,section19,menace,脅威
1866,section19,peril,危険
1867,section19,limb,手足
1868,section19,assault,攻撃
1869,section19,hatred,憎しみ
1870,section19,autonomy,自主性
1871,section19,cram,塾
1872,section19,subsidy,補助金
1873,section19,empathy,共感
1874,section19,slang,俗語
1875,section19,posture,姿勢
1876,section19,Ideology,イデオロギー
1877,section19,curse,災いのもと
1878,section19,tumor,腫瘍
1879,section19,intersection,交差点
