番号,section,単語,意味
605,section7,react,反応する；化学反応を起こす
606,section7,disagree,不賛成である；意見が食い違う
607,section7,stare,じっと見る；を見つめる
608,section7,abandon,を捨てる；を放棄する，断念する
609,section7,quit,をやめる；（場所）を去る
610,section7,capture,をとらえる；をとりこにする
611,section7,transfer,を移す；を伝える；移る；乗り換える
612,section7,bother,を悩ます；（～を）気にかける（about / with）
613,section7,persuade,を説得する；に確信させる
614,section7,rent,を賃借りする；を賃貸しする
615,section7,breed,を繁殖させる，育てる；繁殖する
616,section7,invest,（を）投資する；に（～を）与える（with）
617,section7,reserve,を予約する；を取っておく；（判断など）を保留する
618,section7,trace,（足跡・起源など）をたどる；を捜し出す
619,section7,illustrate,を説明する；に挿絵を入れる
620,section7,advise,に忠告［助言］する；（を）助言する
621,section7,convey,を伝える；を運ぶ，運搬する
622,section7,attach,を（取り）付ける；を付与する
623,section7,stretch,を伸ばす；を広げる；伸びる；及ぶ
624,section7,puzzle,を当惑させる
625,section7,disturb,をかき乱す；を妨害する；を動揺させる
626,section7,crash,衝突する，墜落する；をぶつけて壊す
627,section7,cope,うまく処理する
628,section7,permit,を許可する（≒ allow）（⇔ forbid ⇒ 1013）
629,section7,impress,を感動させる；に印象を与える
630,section7,suspect,ではないかと思う；（人）を疑う
631,section7,upset,を動揺させる；をだめにする
632,section7,frighten,（人）を怖がらせる
633,section7,import,を輸入する（⇔ export （を）輸出する）；を取り込む
634,section7,export,（を）輸出する（⇔ import を輸入する）
635,section7,investigate,を調査する；を究明する；（～を）調査する（into）
636,section7,monitor,を監視する；を傍受する
637,section7,calculate,を計算する；を予測する
638,section7,eliminate,を取り除く
639,section7,ease,を軽減する；和らぐ；緩む
640,section7,launch,を開始する；を売り出す；を発射する
641,section7,sequence,連続；一連（のもの）
642,section7,therapy,療法；心理療法
643,section7,symptom,症状；兆候（≒ sign）
644,section7,incident,出来事，事件；紛争
645,section7,witness,目撃者（≒ eyewitness）；証人；証拠，証言
646,section7,sum,（金）額；合計；要点
647,section7,burden,負担；（重い）義務；積み荷
648,section7,tone,口調；音色；雰囲気；色調
649,section7,honor,光栄；名誉（⇔ dishonor 不名誉）；敬意
650,section7,award,（～の）賞（for）；（証書などの）授与
651,section7,priority,優先（事項）
652,section7,logic,論理；道理；論理学
653,section7,minimum,最小限度（⇔ maximum ⇒ 965）
654,section7,exception,（～の）例外（to）
655,section7,clue,（～の）手がかり（to / about）；（パズルの）ヒント
656,section7,bond,絆；債券；束縛；接着剤
657,section7,virus,ウイルス；（感染症の）病原体
658,section7,surgery,（外科）手術；外科，外科医学
659,section7,insurance,保険；保険料；保険金
660,section7,frame,枠，（額）縁；骨組み；体格
661,section7,shelter,避難（所），保護
662,section7,territory,領土；（活動の）領域；（動物の）テリトリー
663,section7,boundary,境界（線）；〔通例～ries〕限界
664,section7,habitat,生息地；（人の）居住地
665,section7,district,地区；行政区
666,section7,conservation,（動植物などの）保護；保存
667,section7,harvest,収穫（物）；収穫期；漁獲高
668,section7,predator,捕食動物；略奪者
669,section7,trap,わな；苦境
670,section7,trick,こつ；策略；いたずら；芸当
671,section7,fault,〔通例one's ～〕責任；欠点；誤り
672,section7,discount,割引
673,section7,bias,偏見；傾向
674,section7,cooperation,協力，共同
675,section7,patent,特許（権）；特許品
676,section7,dialogue,対話，会話；意見の交換
677,section7,component,構成要素；部品
678,section7,reputation,評判；名声
679,section7,verbal,言葉の；口頭での；動詞の
680,section7,internal,内部の（⇔ external ⇒ 989）；国内の；内面的な
681,section7,solid,しっかりした；硬い；固体の
682,section7,remote,（～から）遠く離れた（from）；かけ離れた
683,section7,principal,主要な；資本金の
684,section7,sophisticated,高性能の，精巧な；洗練された
685,section7,equivalent,等しい，相当する
686,section7,rational,理性的な；合理的な
687,section7,relevant,関係がある；適切な
688,section7,absolute,絶対的な（⇔ relative 相対的な）
689,section7,frequent,頻繁な
690,section7,permanent,永続的な（⇔ temporary ⇒ 793）
691,section7,intense,強烈な；熱烈な
692,section7,meaningful,意味のある
693,section7,evil,邪悪な；有害な
694,section7,extinct,絶滅した；廃止された
695,section7,random,無作為の；手当たり次第の
696,section7,raw,生の；未加工の
697,section7,rude,無礼な（⇔ polite 礼儀正しい）；粗野な
698,section7,mere,単なる，ほんの
699,section7,tropical,熱帯の
700,section7,forth,前へ，先へ；それ以降
701,section8,possess,を所有している；の心をとらえる
702,section8,dominate,を支配する；（～より）優勢である（over）
703,section8,guarantee,を保証する
704,section8,melt,溶ける；なごむ；を溶かす
705,section8,embarrass,に恥ずかしい思いをさせる
706,section8,discourage,（人）にやる気をなくさせる；を落胆させる（⇔ encourage ⇒ 30）
707,section8,detect,を感知する；を見つけ出す；に気づく
708,section8,devote,をささげる
709,section8,urge,に（強く）促す；を強く主張する；を駆り立てる
710,section8,lend,を貸す（⇔ borrow を借りる）；（人）に（助言・援助など）を与える
711,section8,restrict,を制限する
712,section8,isolate,を孤立させる
713,section8,accompany,に同行する；に付随する
714,section8,exhaust,を疲れ果てさせる；を使い尽くす；排気する
715,section8,annoy,を悩ます；〔受身形で〕腹が立つ
716,section8,endanger,を危険にさらす
717,section8,acknowledge,（事実など）を認める（≒ admit ⇒ 406）；に謝意を表す
718,section8,admire,に（～のことで）敬服［感心］する（for）
719,section8,evaluate,を評価する；を査定する
720,section8,declare,を宣言する；を申告する
721,section8,secure,を確保する；を守る
722,section8,specialize,専門とする；【英】（～を）専攻する（in）（≒ 【米】major）
723,section8,attribute,（結果など）を（～に）帰する（to）
724,section8,pretend,（の）ふりをする
725,section8,bury,を埋める；を埋葬する；を隠す
726,section8,reverse,を逆転させる；を反対にする
727,section8,resist,に抵抗する；〔通例否定文で〕を我慢する
728,section8,scare,をおびえさせる；を脅す
729,section8,imitate,をまねる；を模造する
730,section8,assist,（を）援助する；を手伝う
731,section8,resemble,に似ている
732,section8,retire,（～から）引退する，退職する（from）；退く
733,section8,neglect,をおろそかにする，怠る；を無視する
734,section8,collapse,崩壊する；（人が）倒れる；を折り畳む
735,section8,reform,を改革する；を改心させる
736,section8,protest,（に）抗議する；を主張する
737,section8,owe,に借りがある；のおかげである
738,section8,sustain,を持続させる；を支える
739,section8,assign,を割り当てる；を（～に）配属する（to）
740,section8,accomplish,を成し遂げる
741,section8,wisdom,知恵；賢明さ；学識
742,section8,literacy,読み書きの能力；（特定分野の）知識
743,section8,heritage,遺産
744,section8,mission,使命；（外交）使節団；布教
745,section8,license,免許（証）；許可
746,section8,elite,〔通例the ～〕〔集合的に〕エリート
747,section8,layer,層
748,section8,motor,モーター；原動力
749,section8,protein,たんぱく質
750,section8,profession,職業；専門職；同業者仲間
751,section8,editor,編集者；編集長
752,section8,agent,仲介者，代理人；薬剤
753,section8,globe,地球（≒ earth）；世界；球
754,section8,haven,避難所，保護区；港
755,section8,row,列；（建物が並ぶ）通り
756,section8,sacrifice,犠牲；いけにえ
757,section8,means,〔単数・複数扱い〕手段；〔複数扱い〕資力，収入
758,section8,session,集まり；（議会の）会期；（開会中の）議会
759,section8,league,（競技）連盟；同盟
760,section8,contest,コンテスト，競技（会）；争い
761,section8,guard,警備員；警備隊；監視，警戒
762,section8,opponent,（試合・論争などの）相手；反対者
763,section8,glance,（～を）ちらっと見ること（at）
764,section8,divorce,離婚；分離
765,section8,tissue,（生物の）組織；ティッシュペーパー
766,section8,liquid,液体
767,section8,inequality,不平等；不公平な事柄
768,section8,prejudice,（～に対する）偏見（against）（≒ bias）
769,section8,justice,公正，正義；司法
770,section8,guideline,指針，ガイドライン；指導基準
771,section8,platform,プラットフォーム；演壇；舞台
772,section8,sector,（社会・経済などの）部門，セクター；（都市内の）地域
773,section8,channel,チャンネル；伝達経路；海峡
774,section8,glacier,氷河
775,section8,primate,霊長目の動物
776,section8,usage,（使）用法；語法；習慣
777,section8,fortune,財産；幸運（≒ luck）；運命
778,section8,correlation,相互関係，相関（関係）
779,section8,artistic,芸術的な
780,section8,literary,文学の；文語の（⇔ colloquial 口語体の）
781,section8,classic,第一級の；典型的な；定番の
782,section8,liberal,自由主義の；寛大な；一般教養の
783,section8,concrete,具体的な（⇔ abstract ⇒ 586）；有形の
784,section8,slight,わずかな；取るに足らない
785,section8,federal,連邦（政府）の
786,section8,primitive,原始的な；未開の
787,section8,unfamiliar,（～に）不慣れな（with）；（～に）（よく）知られていない（to）
788,section8,subtle,微妙な；（気体などが）希薄な
789,section8,plain,明らかな；平易な；飾りのない；率直な
790,section8,marine,海の；船舶の
791,section8,apparent,明白な；一見～らしい
792,section8,reluctant,気が進まない，嫌がる（⇔ willing ⇒ 298）
793,section8,temporary,一時的な（⇔ permanent ⇒ 690）
794,section8,guilty,罪悪感のある；（～について）有罪の（of）
795,section8,royal,王の
796,section8,pure,純粋な；潔白な；まったくの
797,section8,incredible,信じられない；すばらしい
798,section8,eager,（～を）熱望して（for）；熱心な
799,section8,adequate,十分な；適切な（⇔ inadequate 不適切な）
800,section8,via,～経由で；～の媒介で
801,section9,assess,を評価する；を査定する
802,section9,approve,賛成する；を承認する
803,section9,remark,と述べる；（～について）意見を述べる（on / upon）
804,section9,pose,（危険）を引き起こす；（問題など）を提起する；ポーズをとる；（～を）装う（as）
805,section9,yield,をもたらす；を（～に）譲る（to）；（～に）屈する（to）
806,section9,exhibit,を示す，見せる；を展示する
807,section9,distribute,を（～に）分配する（to）；〔受身形で〕分布する
808,section9,command,を命じる；を指揮する；（景色）を見渡せる
809,section9,occupy,（空間・時間）を占める；を占領する
810,section9,pop,ひょいと動く；不意に現れる；ポンとはじける
811,section9,pile,を積み重ねる；積み重なる
812,section9,greet,に挨拶する；を迎える
813,section9,apologize,（～に；～のことで）謝る（to；for）；弁明する
814,section9,frustrate,をいら立たせる；（計画・希望など）を挫折させる
815,section9,relieve,を和らげる；〔受身形で〕（...して）安心する（to do）；を解放する
816,section9,derive,由来する；を引き出す；を推論する
817,section9,deserve,に値する
818,section9,peer,（～を）じっと見る（at / into）
819,section9,defeat,を負かす（≒ beat）；を失敗させる
820,section9,convert,を変える；を改宗［転向］させる；を交換する
821,section9,wed,と結婚する；を（～と）結婚させる（to）
822,section9,delight,を喜ばせる；（～を）大いに喜ぶ（in）
823,section9,boost,を押し上げる；を増加させる
824,section9,endure,に耐える（≒ put up with）；（に）持ちこたえる
825,section9,correspond,一致する；（～に）相当する（to）；文通する
826,section9,impose,を課す；を押しつける
827,section9,rescue,を救う
828,section9,resolve,を解決する；を決意する；を議決する
829,section9,register,を記録する，登録する；（～に）登録する（for）
830,section9,interrupt,を中断させる；（の）邪魔をする
831,section9,rid,から（～を）取り除く，除去する（of）
832,section9,prohibit,を禁止する
833,section9,compose,を構成する；を創作する；を鎮静する
834,section9,misunderstand,（を）誤解する
835,section9,punish,を罰する；に損傷を与える
836,section9,ruin,をだめにする；を破滅させる；破滅する
837,section9,defend,を防御する；を弁護する
838,section9,embrace,を受け入れる；（を）抱擁する；を包含する
839,section9,modify,を修正する；を緩和する
840,section9,qualify,（人）に資格を与える；資格がある
841,section9,passion,情熱；熱中；激怒
842,section9,enthusiasm,（～への）熱情，熱意（for）
843,section9,phase,段階，局面；側面
844,section9,mode,方式；気分；形態；流行
845,section9,span,期間；範囲
846,section9,gravity,重力，引力；重量；重大さ
847,section9,orbit,軌道；（活動・勢力などの）範囲
848,section9,asteroid,小惑星（≒ minor planet）；ヒトデ（＝ starfish）
849,section9,core,核心；芯
850,section9,soul,精神；魂，霊魂；生気
851,section9,nerve,神経；〔～s〕神経過敏；（...する）度胸（to do）
852,section9,infection,感染（症）
853,section9,mall,【主に米】 モール，ショッピングセンター
854,section9,grocery,〔～ies〕食料雑貨；食料雑貨店
855,section9,humor,ユーモア；気分，機嫌；気質
856,section9,instinct,本能；勘，直感；（自然に起こる）衝動
857,section9,faith,（～への）信頼（in）；信仰（心）
858,section9,courage,勇気
859,section9,incentive,動機（づけ）；報奨金
860,section9,prospect,見込み；〔～s〕（未来への）展望；有望な人
861,section9,obstacle,（～に対する）障害（物）（to）
862,section9,architecture,建築；建築様式；構造
863,section9,stem,（草木の）茎，幹
864,section9,illusion,錯覚，思い違い；幻想
865,section9,discrimination,（～に対する）差別（against）；区別
866,section9,shame,恥；残念なこと
867,section9,drought,干ばつ；（慢性的な）不足
868,section9,flavor,風味；特色
869,section9,portion,部分；1人前；割り当て
870,section9,recipe,調理法，レシピ；手順；秘訣
871,section9,luxury,ぜいたく（品）；〔形容詞的に〕豪華な
872,section9,chip,小片，破片；欠けた箇所；集積回路
873,section9,ritual,儀式；（日常の）習慣的行為
874,section9,sake,〔for the ～ ofで〕のために，の目的で；に免じて
875,section9,prefecture,（日本の）県，府；（フランスなどの）県
876,section9,council,（地方）議会；評議会；（公の）会議
877,section9,administration,管理（部）；行政；政府（機関）
878,section9,curriculum,教育課程，カリキュラム
879,section9,precious,貴重な；高価な（≒ valuable）
880,section9,generous,寛大な；気前のよい（⇔ stingy けちな）；豊富な
881,section9,casual,何気ない；形式ばらない
882,section9,optimistic,楽観的な（⇔ pessimistic ⇒ 1593）
883,section9,rough,粗い；大まかな；乱暴な
884,section9,unpleasant,不愉快な；不親切な，無礼な
885,section9,Arctic,北極の（⇔ Antarctic 南極の）
886,section9,ultimate,究極の
887,section9,deaf,耳が聞こえない（≒ hard of hearing）
888,section9,genuine,本物の（≒ authentic ⇒ 1580、 real）；偽りのない
889,section9,manual,体［手］を使う；手の；手動式の
890,section9,mechanical,機械の；機械的な
891,section9,instant,即時の，すぐの；即席の
892,section9,spare,余分の，予備の
893,section9,immune,（～に対して）免疫を持つ（to）；（～を）免れた（from）
894,section9,harsh,厳しい；（光・色・味などが）不快な
895,section9,collective,集団の，共同の
896,section9,inevitable,避けられない
897,section9,profound,重大な；深い；難解な
898,section9,steady,着実な，一定の；安定した
899,section9,mature,成熟した（⇔ immature 未熟な）；熟した
900,section9,likewise,同様に（≒ in the same way）
901,section10,chase,（を）追跡する；（を）追求する
902,section10,sue,を告訴する；（～を求めて）訴訟を起こす（for）
903,section10,gaze,じっと見る
904,section10,slip,滑る；滑り落ちる；そっと動く
905,section10,load,に積む；に負わせる
906,section10,overwhelm,を圧倒する；を（精神的に）打ちのめす
907,section10,wander,歩き回る；それる；はぐれる
908,section10,float,漂う，浮かぶ；を浮かべる
909,section10,pour,を注ぐ；激しく降る；押し寄せる
910,section10,substitute,を代わりに使う；（～の）代理をする（for）
911,section10,pronounce,を発音する；を宣言する
912,section10,shrink,縮む，縮小する；減少する；ひるむ
913,section10,restore,を回復させる；を修復する
914,section10,trigger,を引き起こす；のきっかけとなる
915,section10,grab,をつかむ；を横取りする；を急いで食べる
916,section10,retain,を保持する；を覚えている
917,section10,reproduce,を複製する；を繁殖させる；繁殖する
918,section10,bob,上下に動く；急に動く；を上下に動かす
919,section10,entertain,を楽しませる；をもてなす
920,section10,interfere,干渉する，介入する；邪魔する
921,section10,cultivate,を養う；を耕す；を栽培する
922,section10,underlie,の根底にある
923,section10,anticipate,を予期する；楽しみに待つ
924,section10,justify,を正当化する
925,section10,regulate,を規制する；を調整する
926,section10,scan,を走査［スキャン］する；をざっと見る；を注意深く調べる
927,section10,classify,を分類する；を機密扱いにする
928,section10,submit,を提出する；〔submit oneselfで〕（～に）従う（to）
929,section10,pause,（一時的に）中止する；（一瞬）立ち止まる
930,section10,lean,傾く；寄りかかる；をもたせかける
931,section10,bump,ぶつかる；をぶつける
932,section10,fold,を折り畳む；（両腕）を組む；（折り）畳める
933,section10,hesitate,躊躇する，ためらう
934,section10,pump,（液体・気体）をポンプで送り込む；をくみ出す；を注ぎ込む
935,section10,mount,を据えつける；に着手する；（自転車など）に乗る；増える
936,section10,exceed,を超える；に勝る
937,section10,undergo,を経験する；（手術など）を受ける；に耐える
938,section10,confront,に立ち向かう；（困難などが）に立ちはだかる
939,section10,consult,（に）相談する；を参照する
940,section10,fulfill,を実現させる；を果たす；を満たす
941,section10,privilege,特権，特典
942,section10,formation,形成；構成（物）；隊列
943,section10,dimension,側面，局面；次元；寸法
944,section10,neuron,ニューロン，神経単位
945,section10,sensation,感覚；大評判
946,section10,chart,図，グラフ；海図；ヒットチャート
947,section10,geography,〔the ～〕地理；地理学
948,section10,panel,（専門家の）一団；討論者一同；羽目板
949,section10,semester,【主に米】 （2学期制の）学期
950,section10,workforce,労働人口，総労働力；全従業員（数）
951,section10,mill,製造工場；製粉所；粉ひき機
952,section10,abuse,乱用；虐待
953,section10,vice,（道徳上の）悪（⇔ virtue ⇒ 1078）；欠点
954,section10,fate,運命；結末；最期
955,section10,tragedy,悲劇（的な事態）（⇔ comedy 喜劇）
956,section10,scenario,（予想される）筋書き，事態；脚本
957,section10,allergy,アレルギー
958,section10,wound,（銃弾・刃物などによる）傷；痛手
959,section10,antibiotic,〔通例～s〕抗生物質
960,section10,vaccine,ワクチン
961,section10,metaphor,隠喩；比喩
962,section10,folk,人々；〔～s〕皆さん；〔one's ～s〕家族
963,section10,fare,（乗り物の）料金
964,section10,transition,移り変わり；過渡期
965,section10,maximum,最大限（⇔ minimum ⇒ 653）
966,section10,galaxy,星雲，銀河；〔the G～〕銀河系
967,section10,mineral,鉱物；ミネラル
968,section10,skeleton,骨格；骨組み；概略
969,section10,counterpart,相当する物［人］
970,section10,stroke,脳卒中；（ボールを）打つこと；（雷などの）一撃
971,section10,pedestrian,歩行者
972,section10,trail,（野山などの）小道；跡；手がかり
973,section10,ecology,生態学；生態系；環境保護
974,section10,sibling,きょうだい（の1人）
975,section10,ratio,比率
976,section10,mixture,混合（物）
977,section10,charm,魅力；お守り
978,section10,ambition,（～に対する）願望，野望（for）；野心
979,section10,prominent,卓越した；目立つ
980,section10,radical,急進的な；根本的な
981,section10,prompt,即座の，迅速な
982,section10,informal,形式ばらない，略式の（⇔ formal 正式の）；（言葉が）くだけた
983,section10,mutual,相互の；共通の
984,section10,neutral,中立の；（特徴・表情などが）はっきりしない
985,section10,alert,警戒して；敏速な
986,section10,magnetic,磁気の；磁石の；人を引きつける
987,section10,polar,極地の；電極の
988,section10,fluent,流ちょうな
989,section10,external,外部の（⇔ internal ⇒ 680）；対外的な
990,section10,passive,受動的な；消極的な
991,section10,awful,ひどい；嫌な；ものすごい
992,section10,unrelated,無関係の；血縁関係がない
993,section10,cruel,残酷な；むごい
994,section10,fake,偽の；見せかけだけの
995,section10,vulnerable,（攻撃などに）弱い，もろい；傷つきやすい
996,section10,urgent,緊急の
997,section10,spiritual,精神の（⇔ material ⇒ 73）；霊的な
998,section10,modest,謙虚な（≒ humble）；適度な；質素な
999,section10,keen,熱心な；鋭敏な；（感情・関心などが）強い
1000,section10,nonetheless,それにもかかわらず，それでもなお（≒ nevertheless）
1001,section11,negotiate,交渉する；を（交渉して）取り決める
1002,section11,grasp,を把握［理解］する；をしっかり握る
1003,section11,donate,を寄付する；（臓器・血液）を提供する
1004,section11,arrest,を逮捕する；を止める；（注意）を引く
1005,section11,crack,ひびが入る；にひびを入れる
1006,section11,tap,を軽くたたく；（液体）を出す；を盗聴する
1007,section11,split,を分割する；を分担する；分裂する
1008,section11,forecast,を予想［予測］する
1009,section11,exclude,を除外する（⇔include を含む）
1010,section11,overlook,を見落とす；を大目に見る；を見渡す
1011,section11,burst,破裂する；（～を）突然始める（into）
1012,section11,heal,（人・傷など）を治す；治る
1013,section11,forbid,を禁じる（⇔permit 許可する）
1014,section11,install,をインストールする；を設置する；を就任させる
1015,section11,diminish,を減らす；減少する（≒decrease）
1016,section11,cite,を引き合いに出す；を引用する
1017,section11,quote,を引用する；を引き合いに出す
1018,section11,dispute,に異議を唱える；（を）議論する
1019,section11,highlight,を目立たせる、強調する
1020,section11,distract,（注意など）をそらす
1021,section11,cheat,をだます；不正をする
1022,section11,foster,をはぐくむ；を養育する；を心に抱く
1023,section11,obey,に従う；に服従する
1024,section11,bend,を曲げる；を屈服させる；曲がる
1025,section11,deprive,から（権利などを）奪う
1026,section11,govern,（を）統治する、支配する
1027,section11,log,〔log onで〕ログオンする；を記録する
1028,section11,transmit,を伝える；（電波・信号など）を送る
1029,section11,bully,をいじめる；を脅す
1030,section11,leap,跳ぶ；さっと動く；急上昇する
1031,section11,astonish,を驚かす
1032,section11,thrill,をぞくぞくさせる；わくわくする
1033,section11,nod,うなずく；会釈する；うとうとする
1034,section11,bow,おじぎする；屈服する
1035,section11,blend,を混ぜる；を調和させる；（～に）溶け込む（into）
1036,section11,complicate,を複雑にする
1037,section11,pitch,を投げる；倒れる；縦揺れする
1038,section11,persist,続く；固執する
1039,section11,dedicate,をささげる；を献呈する
1040,section11,equip,に備えつける
1041,section11,premise,前提；〔～s〕（建物を含めた）構内、敷地
1042,section11,input,入力（情報）、投入；（情報・時間などの）提供
1043,section11,merit,利点（⇔demerit 欠点）；功績；真価
1044,section11,sympathy,同情；（～に対する）共感（with/for）
1045,section11,compliment,賛辞；表敬
1046,section11,infrastructure,インフラ、基本的施設；（経済）基盤
1047,section11,ray,光線；ひらめき、一筋の光明
1048,section11,distress,苦悩；苦痛；困窮
1049,section11,joint,関節；接合（部）
1050,section11,expedition,遠征（隊）、探検（隊）
1051,section11,adolescent,青年；青年期の
1052,section11,shade,（日）陰；色合い；日よけ；微妙な相違
1053,section11,jury,陪審（員団）；審査員団
1054,section11,ethic,倫理、道徳；〔～s〕倫理［道徳］規範
1055,section11,penalty,（刑）罰；罰金；ペナルティー
1056,section11,faculty,能力、機能；学部；教授陣
1057,section11,scheme,計画（≒plan）；体系；陰謀
1058,section11,nutrition,栄養（の摂取）
1059,section11,particle,（微）粒子；ほんのわずか
1060,section11,molecule,分子；微粒子
1061,section11,nationality,国籍；国民；国民性
1062,section11,poll,世論調査；投票（数）
1063,section11,clinic,診療所、クリニック；（病院内の）～科
1064,section11,dementia,認知症
1065,section11,fatigue,疲労（≒exhaustion）
1066,section11,dilemma,ジレンマ、板ばさみ
1067,section11,queue,【英】（順番を待つ）列
1068,section11,curve,（道路などの）カーブ；曲線
1069,section11,narrative,物語、話；（小説の）叙述部分、地の文
1070,section11,fingerprint,指紋
1071,section11,file,ファイル；（書類の）とじ込み
1072,section11,wilderness,荒野；（庭・町などの）放置された部分
1073,section11,pesticide,殺虫剤；除草剤（≒herbicide）
1074,section11,panic,パニック（状態）；狼狽
1075,section11,fabric,織物、布（地）；構造
1076,section11,fantasy,空想；幻想；幻想的作品
1077,section11,fancy,（気まぐれな）好み；空想；思いつき
1078,section11,virtue,美徳（⇔vice 悪）；長所；効能
1079,section11,grateful,感謝している
1080,section11,valid,妥当な；有効な
1081,section11,elaborate,入念な；凝った
1082,section11,moderate,適度な；穏健な
1083,section11,dynamic,活動的な、精力的な；動的な（⇔static 静的な）
1084,section11,brave,勇敢な（⇔cowardly 臆病な）；見事な
1085,section11,brilliant,すばらしい；才能にあふれた；きらめく
1086,section11,tremendous,途方もない、莫大な；すばらしい
1087,section11,oral,口頭の
1088,section11,innocent,無罪の（⇔guilty 有罪の）；無邪気な；無知の
1089,section11,subsequent,その後の
1090,section11,shallow,浅い（⇔deep 深い）；浅薄な
1091,section11,indifferent,無関心な（≒uninterested）
1092,section11,inferior,より劣った（⇔superior よりすぐれた）
1093,section11,awkward,気まずい；ぎこちない；厄介な
1094,section11,obese,肥満した
1095,section11,pregnant,妊娠した；（～で）満ちている（with）
1096,section11,intimate,親密な；密接な
1097,section11,medieval,中世の；時代遅れの
1098,section11,sacred,神聖な（≒holy）；宗教的な；厳粛な
1099,section11,simultaneously,（～と）同時に（with）；一斉に
1100,section11,versus,〔A ～ Bで〕A対B；AかBか
1101,section12,proceed,進む，進行する；（～を）続行する（with）
1102,section12,orient,（人）を（環境などに）慣らす（to）；〔受身形で〕（関心などが）（～に）向いている（to / toward）
1103,section12,surf,（インターネット上の情報など）を見て回る；サーフィンをする
1104,section12,filter,をろ過する；を取り除く
1105,section12,bind,を縛る；を束縛する；を結び付ける
1106,section12,resort,（好ましくない手段に）訴える，頼る（to）
1107,section12,reinforce,を強化する；を補強する
1108,section12,accumulate,を蓄積する，集める；積もる
1109,section12,bet,と確信する，断言する；（金などを）かける
1110,section12,advocate,を主張する；を擁護する
1111,section12,constitute,を構成する；になる，に等しい
1112,section12,undertake,を引き受ける；を保証する；に着手する
1113,section12,grip,を握る；をとらえる
1114,section12,dismiss,（意見など）を退ける；を解雇する
1115,section12,fade,薄れる；衰える
1116,section12,conceal,を隠す（≒ hide）；を秘密にする（⇔uncover ⇒ 1236）
1117,section12,chew,（を）かむ；をかみ砕く
1118,section12,swallow,（を）飲み込む；をうのみにする；に耐える
1119,section12,seal,を密閉する；に封をする
1120,section12,migrate,移住する；（鳥などが）渡る
1121,section12,exaggerate,（を）誇張する；を強調する
1122,section12,accuse,を非難する；を告訴する
1123,section12,vanish,消える（≒ disappear）
1124,section12,polish,を磨く；を洗練させる
1125,section12,wipe,を拭く；を拭き取る；を消し去る
1126,section12,sweep,（を）掃く；を一掃する；さっと通過する
1127,section12,mislead,を誤解させる，欺く；（人）を間違った方向に導く
1128,section12,spoil,を台無しにする；を甘やかす；だめになる
1129,section12,compound,を悪化させる；を合成する；を混合する
1130,section12,explode,爆発する；急増する；を論破する
1131,section12,disgust,をむかつかせる；に愛想を尽かせる
1132,section12,commute,通勤［通学］する
1133,section12,decorate,を装飾する
1134,section12,postpone,を延期する（≒ put off）
1135,section12,cease,をやめる；終わる
1136,section12,compromise,妥協する；を危うくする
1137,section12,elect,を選出する
1138,section12,extract,を取り［搾り］出す；を抜粋する
1139,section12,inherit,を受け継ぐ；を相続する
1140,section12,rear,（人・動物・植物）を育てる（≒ raise）
1141,section12,empathy,感情移入，共感
1142,section12,cue,合図；手がかり；（次の演技の）キュー
1143,section12,enterprise,企業，事業；企画；進取の気性
1144,section12,output,生産（高）；出力；排出（量）
1145,section12,congress,（米国などの）議会；会議
1146,section12,millennium,千年間，千年紀
1147,section12,mankind,人類
1148,section12,Muslim,イスラム教徒
1149,section12,estate,（動産・不動産などの）財産；私有地
1150,section12,landmine,地雷
1151,section12,caution,用心；警告
1152,section12,controversy,論争
1153,section12,consensus,総意；（意見の）一致
1154,section12,retail,小売り（⇔ wholesale 卸売り）
1155,section12,fiber,繊維（質）；本質；精神力
1156,section12,scent,（よい）香り；香水
1157,section12,beverage,（水以外の）飲み物，飲料
1158,section12,supplement,栄養補助剤，サプリメント；補足
1159,section12,diabetes,糖尿病
1160,section12,province,州，省；〔the ～s〕地方；分野
1161,section12,reef,（岩や砂の）礁；暗礁
1162,section12,microbe,微生物；細菌
1163,section12,excess,過剰，超過
1164,section12,gallery,美術館，画廊；観客，ギャラリー；回廊
1165,section12,fame,名声
1166,section12,deadline,締め切り
1167,section12,undergraduate,学部学生
1168,section12,slavery,奴隷制度；苦役
1169,section12,prey,獲物；犠牲者
1170,section12,mess,散らかった状態［物］；混乱状態
1171,section12,recession,不況；後退
1172,section12,retreat,後退，退却；（計画・決定などの）撤回
1173,section12,grave,墓；〔通例the ～〕死
1174,section12,column,コラム；（新聞などの）欄；円柱；（縦）列
1175,section12,scenery,〔集合的に〕景色；背景
1176,section12,plot,（小説などの）筋；陰謀
1177,section12,sculpture,彫刻（作品）
1178,section12,tablet,タブレット（型情報端末）；錠剤；平板
1179,section12,dense,密集した，密度の高い；（霧などが）濃い
1180,section12,exotic,外来の；異国風の
1181,section12,acid,酸性の；酸っぱい；辛辣な
1182,section12,bitter,苦い，つらい；辛辣な；怒りっぽい
1183,section12,sensible,賢明な；実用的な；顕著な
1184,section12,noble,高貴な；堂々とした；高潔な
1185,section12,vague,漠然とした，あいまいな；おぼろげな
1186,section12,parallel,（～と）平行［並行］の（to）；類似した
1187,section12,tense,張り詰めた，緊張した
1188,section12,vertical,垂直の（⇔ horizontal 水平な）；縦方向の
1189,section12,indigenous,原産の，先住の；（その土地に）固有の
